"RETAILER","VOLUME","DISP","PRICE"
"BOSTON - SHAWS",3069,0,2.386771
"BOSTON - STAR MARKET",686,0,3.118076
"BOSTON - STOP & SHOP",2485,0,2.582294
"SAN FRANCISCO - LUCKY",6479,0.082158664,3.577867
"TAMPA/ST. PETE - KASH N KARRY",3516,0,2.873151
"TAMPA/ST. PETE - PUBLIX",4431,0.039366883,2.642293
"TAMPA/ST. PETE - WINN DIXIE",6083,0.029013961,2.449449
"DENVER - KING SOOPERS INC",3181,0,3.777428
"PHILADELPHIA - ACME MARKET",12107,0.109,2.653258
"ATLANTA - KROGER CO",8984,0.253241821,2.344613
"ATLANTA - WINN DIXIE",2389,0.185,2.640017
"CINCINNATI - KROGER CO",5167,0,2.902458
"INDIANAPOLIS - KROGER CO",3991,0.076,2.653721
"OKLAHOMA CITY - HOMELAND",2592,0.229097852,2.398148
"SACRAMENTO - RALEYS",1477,0.174,3.852404
"SAN DIEGO - LUCKY",3030,0.1705,3.60033
"SAN DIEGO - RALPHS",4721,0.312,2.653463
"SALT LAKE CITY - SMITHS FOOD",1196,0.181,2.498328
"PHOENIX - SAFEWAY",1876,0.161,2.652985
"PHOENIX - FRY'S FOOD STORE",3717,0,2.653484
"PHOENIX - SMITHS FOOD",3009,0.19,2.830176
"MIAMI - PUBLIX",10986,0.024239008,2.543692
"MIAMI - WINN DIXIE",8712,0,2.544881
"NASHVILLE - KROGER CO",5121,0.285,2.120094
"RALEIGH/GREENSBORO - WINN DIXIE",2614,0.054712447,2.503826
"RALEIGH/GREENSBORO - FOOD LION",6476,0.195128297,2.507412
"ALBANY,NY - PRICE CHOPPER",623,0.037,3.049759
"BALTI/WASH - GIANT FOOD INC",5002,0,3.798481
"BALTI/WASH - SAFEWAY",5445,0,3.186961
"BALTI/WASH - SUPER FRESH",1200,0,3.773333
"MILWAUKEE - KOHLS FOOD STORE",1857,0,3.076467
"NEW ORLEANS - WINN DIXIE",5874,0,2.466292
"BUFFALO/ROCHESTER - TOPS MARKETS",2336,0,3.240154
"BUFFALO/ROCHESTER - WEGMANS",8595,0.408333333,2.689936
"CHARLOTTE - BI LO",1458,0,2.333333
"CHARLOTTE - HARRIS TEETER",1636,0,2.50489
"CHARLOTTE - WINN DIXIE",2866,0.193,2.333566
"CHARLOTTE - FOOD LION",5569,0.079165505,2.521099
"HARTFORD - STOP & SHOP",1652,0,3.345036
"JACKSONVILLE,FL - PUBLIX",1645,0.043189124,2.659574
"JACKSONVILLE,FL - WINN DIXIE",2807,0,2.530103
"JACKSONVILLE,FL - FOOD LION",1400,0.132747166,2.637857
"LOUISVILLE - KROGER CO",4811,0.076786982,2.690085
"LOUISVILLE - WINN DIXIE",2019,0.345,2.599802
"RICHMOND/NORFOLK - FOOD LION",7418,0.162,2.560933
"RICHMOND/NORFOLK - NEW FARM FRESH",2692,0,2.507058
"COLUMBUS,OH - BIG BEAR",1532,0.103446809,3.233029
"COLUMBUS,OH - KROGER CO",5131,0.063642342,2.653284
"LITTLE ROCK - HARVEST FOODS",1406,0,2.997155
"WICHITA - DILLON COMPANIES",2152,0.096,2.65381
"SOUTH CAROLINA - BI LO",6353,0.105,2.333386
"SOUTH CAROLINA - FOOD LION",3559,0.04185587,2.526271
"SOUTH CAROLINA - WINN DIXIE",3379,0,2.386505
"ORLANDO,FL - PUBLIX",5168,0.093806826,2.677632
"ORLANDO,FL - WINN DIXIE",3389,0.024149396,2.581292
"ORLANDO,FL - FOOD LION",946,0.080816143,2.596195
"SYRACUSE - P & C FOOD MARKE",746,0.32,3.273458
"SYRACUSE - PRICE CHOPPER",596,0.275,2.845638
"SYRACUSE - WEGMANS",3501,0.559333333,2.664382
"NEW ENGLAND (NORTH) - SHOP N SAVE",5418,0.31,1.986711
"SAN ANT/CORPUS CHR - H E BUTT",10452,0.053,3.95685
"BIRMINGHAM/MONTGOM - BRUNOS",10446,0.251608187,2.215393
"BIRMINGHAM/MONTGOM - KROGER",1894,0,2.164203
"BIRMINGHAM/MONTGOM - WINN DIXIE",4346,0.055111111,2.299816
"HARRISBURG/SCRANTN - GIANT FOOD STO",1872,0.15,2.543269
"NEW YORK (NEW) - A & P",3178,0,4.400252
"NEW YORK (NEW) - PATHMARK",4830,0.144513875,4.386542
"NEW YORK (NEW) - WALDBAUMS",1559,0,4.524695
"ROANOKE (NEW) - FOOD LION",3367,0.027228621,2.692308
"ROANOKE (NEW) - KROGER CO",5702,0,2.459663
"LOS ANGELES - LUCKY",19918,0.296497925,2.932975
"LOS ANGELES - RALPHS",6538,0.016944391,3.719792
"LOS ANGELES - VONS",20136,0.1465,2.71772
"CHICAGO - DOMINICK",4275,0,3.149006
"CHICAGO - JEWEL",14393,0.037559682,3.011603
"CHICAGO - OMNI",3804,0.181,2.560988
"HOUSTON - KROGER CO",13536,0.224420863,2.422355
"HOUSTON - RANDALLS",5344,0,2.826722
"PITTSBURGH - GIANT EAGLE",4778,0,2.227082
"DETROIT - FARMER JACKS",8003,0.050841258,2.735474
"DETROIT - KROGER CO",6389,0.008136223,2.449836
"CLEVELAND - STOP N SHOP",2844,0.05003508,2.709564
"ST. LOUIS - NATIONAL SUPER",9634,0.635,2.810463
"ST. LOUIS - SCHNUCK MARKETS",20482,0.198932099,2.386583
"DALLAS/FT. WORTH - ALBERTSONS",3352,0,3.186754
"DALLAS/FT. WORTH - KROGER CO",7010,0.2575,2.653495
"DALLAS/FT. WORTH - TOM THUMB",6900,0.0835,2.666522
"BOSTON - SHAWS",3248,0,2.386084
"BOSTON - STAR MARKET",2034,0,2.387414
"BOSTON - STOP & SHOP",3931,0,2.403205
"SAN FRANCISCO - LUCKY",6095,0.089630499,3.656112
"TAMPA/ST. PETE - KASH N KARRY",3905,0.018853515,2.528297
"TAMPA/ST. PETE - PUBLIX",8338,0.05760095,2.386903
"TAMPA/ST. PETE - WINN DIXIE",5654,0.074826393,2.532543
"DENVER - KING SOOPERS INC",8156,0.1195,2.638671
"PHILADELPHIA - ACME MARKET",3564,0,3.655724
"ATLANTA - KROGER CO",8395,0.208,2.376415
"ATLANTA - WINN DIXIE",2676,0.07598409,2.738042
"CINCINNATI - KROGER CO",5610,0,2.386453
"INDIANAPOLIS - KROGER CO",3801,0.175,2.652986
"OKLAHOMA CITY - HOMELAND",4143,0.274062302,2.386918
"SACRAMENTO - RALEYS",2432,0.174,3.320313
"SAN DIEGO - LUCKY",6497,0.2425,2.994305
"SAN DIEGO - RALPHS",1880,0.041166667,3.718617
"SALT LAKE CITY - SMITHS FOOD",1827,0.181,2.386973
"PHOENIX - SAFEWAY",2265,0.327,2.65298
"PHOENIX - FRY'S FOOD STORE",4902,0,2.653611
"PHOENIX - SMITHS FOOD",1726,0.332,3.186559
"MIAMI - PUBLIX",14617,0.037838384,2.483068
"MIAMI - WINN DIXIE",7971,0,2.529294
"NASHVILLE - KROGER CO",4815,0.393,2.189823
"RALEIGH/GREENSBORO - WINN DIXIE",2784,0.069303619,2.42421
"RALEIGH/GREENSBORO - FOOD LION",6966,0.177150139,2.475165
"ALBANY,NY - PRICE CHOPPER",1944,0.187,2.561728
"BALTI/WASH - GIANT FOOD INC",5133,0,3.795441
"BALTI/WASH - SAFEWAY",7001,0.0745,3.186402
"BALTI/WASH - SUPER FRESH",1306,0,3.788668
"MILWAUKEE - KOHLS FOOD STORE",3603,0.0565,3.044685
"NEW ORLEANS - WINN DIXIE",4572,0,2.597769
"BUFFALO/ROCHESTER - TOPS MARKETS",1774,0.0395,3.253664
"BUFFALO/ROCHESTER - WEGMANS",2912,0.199666667,3.256181
"CHARLOTTE - BI LO",1439,0,2.346074
"CHARLOTTE - HARRIS TEETER",1734,0,2.472318
"CHARLOTTE - WINN DIXIE",2808,0.2785,2.333333
"CHARLOTTE - FOOD LION",5075,0.119998588,2.52532
"HARTFORD - STOP & SHOP",3272,0,2.920232
"JACKSONVILLE,FL - PUBLIX",2848,0.051091398,2.484902
"JACKSONVILLE,FL - WINN DIXIE",3166,0,2.460834
"JACKSONVILLE,FL - FOOD LION",1442,0.091385488,2.675451
"LOUISVILLE - KROGER CO",3346,0.131400942,2.693066
"LOUISVILLE - WINN DIXIE",1829,0.371,2.599781
"RICHMOND/NORFOLK - FOOD LION",8022,0.325333333,2.495388
"RICHMOND/NORFOLK - NEW FARM FRESH",2339,0,2.531851
"COLUMBUS,OH - BIG BEAR",1374,0.103446809,3.205968
"COLUMBUS,OH - KROGER CO",11903,0.101575499,1.98681
"LITTLE ROCK - HARVEST FOODS",2477,0.020196616,2.650787
"WICHITA - DILLON COMPANIES",2453,0,2.728088
"SOUTH CAROLINA - BI LO",6675,0.105,2.346816
"SOUTH CAROLINA - FOOD LION",3453,0.043749392,2.524761
"SOUTH CAROLINA - WINN DIXIE",3185,0.236,2.386813
"ORLANDO,FL - PUBLIX",8093,0.105133341,2.440257
"ORLANDO,FL - WINN DIXIE",4431,0,2.533288
"ORLANDO,FL - FOOD LION",1136,0.139749621,2.49912
"SYRACUSE - P & C FOOD MARKE",15212,0.392,1.320011
"SYRACUSE - PRICE CHOPPER",1777,0.585,2.624086
"SYRACUSE - WEGMANS",1027,0.533,3.465433
"NEW ENGLAND (NORTH) - SHOP N SAVE",6791,0.518,1.986453
"SAN ANT/CORPUS CHR - H E BUTT",9655,0.053,3.85334
"BIRMINGHAM/MONTGOM - BRUNOS",10326,0.246332136,2.299341
"BIRMINGHAM/MONTGOM - KROGER",2233,0.249,2.145992
"BIRMINGHAM/MONTGOM - WINN DIXIE",5169,0.023041552,2.296769
"HARRISBURG/SCRANTN - GIANT FOOD STO",2168,0.15,2.429428
"NEW YORK (NEW) - A & P",3171,0,3.949543
"NEW YORK (NEW) - PATHMARK",3742,0.101472076,3.063335
"NEW YORK (NEW) - WALDBAUMS",1703,0,4.517322
"ROANOKE (NEW) - FOOD LION",3166,0,2.683512
"ROANOKE (NEW) - KROGER CO",4843,0.076208779,2.481726
"LOS ANGELES - LUCKY",19529,0.1605,2.900865
"LOS ANGELES - RALPHS",5453,0.01673025,3.719971
"LOS ANGELES - VONS",5479,0.0375,3.741194
"CHICAGO - DOMINICK",4817,0.046,3.24289
"CHICAGO - JEWEL",90374,0.338808581,1.320004
"CHICAGO - OMNI",2278,0.181,2.740562
"HOUSTON - KROGER CO",13675,0.178576438,2.439342
"HOUSTON - RANDALLS",2177,0,3.678457
"PITTSBURGH - GIANT EAGLE",4317,0,2.200602
"DETROIT - FARMER JACKS",8384,0.092760096,2.737595
"DETROIT - KROGER CO",4861,0,2.485497
"CLEVELAND - STOP N SHOP",2304,0.067534302,2.512153
"ST. LOUIS - NATIONAL SUPER",3332,0.157,3.454382
"ST. LOUIS - SCHNUCK MARKETS",9621,0.139820249,2.432491
"DALLAS/FT. WORTH - ALBERTSONS",2713,0,3.453741
"DALLAS/FT. WORTH - KROGER CO",4740,0.155,2.672152
"DALLAS/FT. WORTH - TOM THUMB",3387,0.0835,3.320342
"BOSTON - SHAWS",2857,0,2.386419
"BOSTON - STAR MARKET",532,0,3.12218
"BOSTON - STOP & SHOP",2159,0,2.687355
"SAN FRANCISCO - LUCKY",7172,0.092694444,2.99763
"TAMPA/ST. PETE - KASH N KARRY",4102,0.04467572,2.634812
"TAMPA/ST. PETE - PUBLIX",6287,0,2.516144
"TAMPA/ST. PETE - WINN DIXIE",6023,0.078535756,2.564503
"DENVER - KING SOOPERS INC",3778,0,3.556908
"PHILADELPHIA - ACME MARKET",2589,0,3.697953
"ATLANTA - KROGER CO",7286,0.224333333,2.386632
"ATLANTA - WINN DIXIE",2422,0.079064055,2.714286
"CINCINNATI - KROGER CO",5103,0.053,2.421125
"INDIANAPOLIS - KROGER CO",3219,0.175,2.653308
"OKLAHOMA CITY - HOMELAND",3836,0.238909091,2.391554
"SACRAMENTO - RALEYS",1321,0,3.853899
"SAN DIEGO - LUCKY",8050,0.333,3.018012
"SAN DIEGO - RALPHS",1525,0.041166667,3.720656
"SALT LAKE CITY - SMITHS FOOD",1197,0.251,3.054302
"PHOENIX - SAFEWAY",1726,0.161,2.654114
"PHOENIX - FRY'S FOOD STORE",1820,0,3.586264
"PHOENIX - SMITHS FOOD",1163,0.221,3.186586
"MIAMI - PUBLIX",12078,0.004947761,2.500662
"MIAMI - WINN DIXIE",8176,0,2.513454
"NASHVILLE - KROGER CO",4000,0.317,2.12
"RALEIGH/GREENSBORO - WINN DIXIE",3048,0.071128199,2.416339
"RALEIGH/GREENSBORO - FOOD LION",6190,0.172801556,2.442649
"ALBANY,NY - PRICE CHOPPER",649,0,3.050847
"BALTI/WASH - GIANT FOOD INC",3540,0,3.79322
"BALTI/WASH - SAFEWAY",4076,0.075,4.11948
"BALTI/WASH - SUPER FRESH",993,0,3.286002
"MILWAUKEE - KOHLS FOOD STORE",1504,0,3.093085
"NEW ORLEANS - WINN DIXIE",5391,0,2.589687
"BUFFALO/ROCHESTER - TOPS MARKETS",2314,0,3.237684
"BUFFALO/ROCHESTER - WEGMANS",2269,0.092,3.270163
"CHARLOTTE - BI LO",1861,0.175,2.386351
"CHARLOTTE - HARRIS TEETER",1617,0,2.478664
"CHARLOTTE - WINN DIXIE",3029,0.209743142,2.333774
"CHARLOTTE - FOOD LION",4578,0.145333333,2.493884
"HARTFORD - STOP & SHOP",1447,0,3.365584
"JACKSONVILLE,FL - PUBLIX",1836,0.036515548,2.509804
"JACKSONVILLE,FL - WINN DIXIE",2793,0,2.495166
"JACKSONVILLE,FL - FOOD LION",1705,0.091385488,2.608211
"LOUISVILLE - KROGER CO",3445,0.036382598,2.684761
"LOUISVILLE - WINN DIXIE",1953,0.406,2.600102
"RICHMOND/NORFOLK - FOOD LION",7420,0.24,2.509973
"RICHMOND/NORFOLK - NEW FARM FRESH",2195,0,2.546697
"COLUMBUS,OH - BIG BEAR",1658,0.103571732,3.215923
"COLUMBUS,OH - KROGER CO",7112,0.176,2.653403
"LITTLE ROCK - HARVEST FOODS",1275,0,3.047843
"WICHITA - DILLON COMPANIES",1205,0,3.006639
"SOUTH CAROLINA - BI LO",7346,0.286,2.386605
"SOUTH CAROLINA - FOOD LION",4471,0.047050562,2.558712
"SOUTH CAROLINA - WINN DIXIE",4162,0.235,2.386593
"ORLANDO,FL - PUBLIX",5895,0.137085364,2.542663
"ORLANDO,FL - WINN DIXIE",4443,0.101090106,2.468827
"ORLANDO,FL - FOOD LION",1143,0.145100972,2.490814
"SYRACUSE - P & C FOOD MARKE",658,0.213,3.363222
"SYRACUSE - PRICE CHOPPER",459,0.263,2.91939
"SYRACUSE - WEGMANS",775,0.457333333,3.48129
"NEW ENGLAND (NORTH) - SHOP N SAVE",5906,0.45,1.986624
"SAN ANT/CORPUS CHR - H E BUTT",12104,0.084,3.853437
"BIRMINGHAM/MONTGOM - BRUNOS",10628,0.248643588,2.325273
"BIRMINGHAM/MONTGOM - KROGER",2276,0.31,2.144991
"BIRMINGHAM/MONTGOM - WINN DIXIE",4991,0.025120319,2.298537
"HARRISBURG/SCRANTN - GIANT FOOD STO",1807,0.151,2.560598
"NEW YORK (NEW) - A & P",5868,0,2.711316
"NEW YORK (NEW) - PATHMARK",2916,0.073547945,4.386488
"NEW YORK (NEW) - WALDBAUMS",1222,0,4.452537
"ROANOKE (NEW) - FOOD LION",2053,0,2.61812
"ROANOKE (NEW) - KROGER CO",5640,0.042744292,2.448227
"LOS ANGELES - LUCKY",10860,0.153,2.994936
"LOS ANGELES - RALPHS",5038,0.012776493,3.73164
"LOS ANGELES - VONS",4766,0,3.746748
"CHICAGO - DOMINICK",4654,0.046,3.260206
"CHICAGO - JEWEL",76185,0.070073171,2.704049
"CHICAGO - OMNI",2949,0.181,2.726009
"HOUSTON - KROGER CO",11749,0.084333333,2.474849
"HOUSTON - RANDALLS",3319,0,3.347092
"PITTSBURGH - GIANT EAGLE",3234,0,2.244589
"DETROIT - FARMER JACKS",7962,0.128664835,2.711881
"DETROIT - KROGER CO",4198,0,2.738447
"CLEVELAND - STOP N SHOP",1833,0.067209404,2.563011
"ST. LOUIS - NATIONAL SUPER",1820,0,3.743956
"ST. LOUIS - SCHNUCK MARKETS",6137,0.039197125,2.751181
"DALLAS/FT. WORTH - ALBERTSONS",2817,0,3.186723
"DALLAS/FT. WORTH - KROGER CO",3415,0.024792395,2.653294
"DALLAS/FT. WORTH - TOM THUMB",2731,0.0835,3.320029
"BOSTON - SHAWS",3351,0,2.38675
"BOSTON - STAR MARKET",817,0,3.122399
"BOSTON - STOP & SHOP",2430,0,2.622634
"SAN FRANCISCO - LUCKY",7362,0.145173329,2.986553
"TAMPA/ST. PETE - KASH N KARRY",3671,0,2.871969
"TAMPA/ST. PETE - PUBLIX",5765,0,2.513443
"TAMPA/ST. PETE - WINN DIXIE",5614,0.027481879,2.589241
"DENVER - KING SOOPERS INC",3376,0.029356486,3.527547
"PHILADELPHIA - ACME MARKET",4775,0,3.475602
"ATLANTA - KROGER CO",6438,0.106993209,2.355856
"ATLANTA - WINN DIXIE",2615,0.084,2.70325
"CINCINNATI - KROGER CO",4425,0.246,2.869379
"INDIANAPOLIS - KROGER CO",3217,0.175,2.653093
"OKLAHOMA CITY - HOMELAND",3108,0.337292683,2.430824
"SACRAMENTO - RALEYS",1394,0.174,3.740316
"SAN DIEGO - LUCKY",3966,0.2085,3.0706
"SAN DIEGO - RALPHS",1588,0.152,3.720403
"SALT LAKE CITY - SMITHS FOOD",938,0.251,3.052239
"PHOENIX - SAFEWAY",804,0,3.587065
"PHOENIX - FRY'S FOOD STORE",964,0,3.587137
"PHOENIX - SMITHS FOOD",1142,0.332,3.186515
"MIAMI - PUBLIX",11234,0.009396226,2.50543
"MIAMI - WINN DIXIE",7944,0,2.508308
"NASHVILLE - KROGER CO",4142,0.312,2.225495
"RALEIGH/GREENSBORO - WINN DIXIE",3120,0.010368543,2.408654
"RALEIGH/GREENSBORO - FOOD LION",7496,0.18611882,2.439301
"ALBANY,NY - PRICE CHOPPER",632,0,3.053797
"BALTI/WASH - GIANT FOOD INC",9567,0.118750174,3.053099
"BALTI/WASH - SAFEWAY",4212,0.075,4.120133
"BALTI/WASH - SUPER FRESH",2166,0,3.319483
"MILWAUKEE - KOHLS FOOD STORE",1449,0,3.10352
"NEW ORLEANS - WINN DIXIE",5606,0.07760031,2.607385
"BUFFALO/ROCHESTER - TOPS MARKETS",31395,0.5,1.97334
"BUFFALO/ROCHESTER - WEGMANS",2849,0.107333333,3.252369
"CHARLOTTE - BI LO",1794,0.309,2.386845
"CHARLOTTE - HARRIS TEETER",1628,0,2.460074
"CHARLOTTE - WINN DIXIE",3170,0.221457831,2.334069
"CHARLOTTE - FOOD LION",5492,0.163333333,2.472688
"HARTFORD - STOP & SHOP",1690,0,3.120118
"JACKSONVILLE,FL - PUBLIX",1552,0.036784314,2.546392
"JACKSONVILLE,FL - WINN DIXIE",2968,0,2.44845
"JACKSONVILLE,FL - FOOD LION",1438,0.118492084,2.614743
"LOUISVILLE - KROGER CO",4100,0.066030963,2.688537
"LOUISVILLE - WINN DIXIE",1396,0.246,2.59957
"RICHMOND/NORFOLK - FOOD LION",7228,0.266810036,2.478141
"RICHMOND/NORFOLK - NEW FARM FRESH",1900,0,2.572105
"COLUMBUS,OH - BIG BEAR",1032,0.103446809,3.563953
"COLUMBUS,OH - KROGER CO",3733,0.007132743,3.051433
"LITTLE ROCK - HARVEST FOODS",1674,0,2.928315
"WICHITA - DILLON COMPANIES",1015,0.125,3.11133
"SOUTH CAROLINA - BI LO",7698,0.38,2.386724
"SOUTH CAROLINA - FOOD LION",3899,0.112666667,2.534496
"SOUTH CAROLINA - WINN DIXIE",3748,0.235,2.386606
"ORLANDO,FL - PUBLIX",5409,0.061793525,2.515992
"ORLANDO,FL - WINN DIXIE",5816,0.114870351,2.422627
"ORLANDO,FL - FOOD LION",1182,0.086067416,2.479695
"SYRACUSE - P & C FOOD MARKE",558,0.213,3.322581
"SYRACUSE - PRICE CHOPPER",494,0.262,2.95749
"SYRACUSE - WEGMANS",666,0.34,3.484985
"NEW ENGLAND (NORTH) - SHOP N SAVE",5033,0.317,1.986489
"SAN ANT/CORPUS CHR - H E BUTT",11898,0.084,3.18667
"BIRMINGHAM/MONTGOM - BRUNOS",9744,0.213218037,2.394089
"BIRMINGHAM/MONTGOM - KROGER",1952,0.027411121,2.152152
"BIRMINGHAM/MONTGOM - WINN DIXIE",5035,0.019471227,2.307249
"HARRISBURG/SCRANTN - GIANT FOOD STO",1571,0.151,2.60662
"NEW YORK (NEW) - A & P",9402,0,2.653372
"NEW YORK (NEW) - PATHMARK",3834,0.109557377,4.386281
"NEW YORK (NEW) - WALDBAUMS",1528,0,4.496073
"ROANOKE (NEW) - FOOD LION",2085,0,2.672422
"ROANOKE (NEW) - KROGER CO",5797,0.057532597,2.429705
"LOS ANGELES - LUCKY",7680,0.08,3.488021
"LOS ANGELES - RALPHS",12102,0.108676829,2.653446
"LOS ANGELES - VONS",5230,0,3.630784
"CHICAGO - DOMINICK",4976,0.046,3.261254
"CHICAGO - JEWEL",10567,0,3.298003
"CHICAGO - OMNI",2088,0,2.726054
"HOUSTON - KROGER CO",11938,0.084333333,2.470514
"HOUSTON - RANDALLS",10047,0,2.373047
"PITTSBURGH - GIANT EAGLE",2738,0,2.260774
"DETROIT - FARMER JACKS",6509,0.019880229,2.700568
"DETROIT - KROGER CO",3561,0,2.701488
"CLEVELAND - STOP N SHOP",1729,0.030819519,2.577212
"ST. LOUIS - NATIONAL SUPER",1464,0,3.739071
"ST. LOUIS - SCHNUCK MARKETS",5437,0.07823824,3.13169
"DALLAS/FT. WORTH - ALBERTSONS",2867,0,3.222183
"DALLAS/FT. WORTH - KROGER CO",2242,0.024792395,3.120874
"DALLAS/FT. WORTH - TOM THUMB",2395,0,3.319415
"BOSTON - SHAWS",3074,0,2.386467
"BOSTON - STAR MARKET",614,0,3.123779
"BOSTON - STOP & SHOP",2026,0,2.644126
"SAN FRANCISCO - LUCKY",7851,0.144333333,2.977455
"TAMPA/ST. PETE - KASH N KARRY",3823,0,2.857965
"TAMPA/ST. PETE - PUBLIX",6598,0.012432836,2.516065
"TAMPA/ST. PETE - WINN DIXIE",4819,0.03081563,2.587674
"DENVER - KING SOOPERS INC",9929,0.0835,2.654044
"PHILADELPHIA - ACME MARKET",3621,0,3.432201
"ATLANTA - KROGER CO",6672,0.125666667,2.438999
"ATLANTA - WINN DIXIE",2506,0.084,2.748204
"CINCINNATI - KROGER CO",3882,0.311,2.902885
"INDIANAPOLIS - KROGER CO",3277,0.175,2.653341
"OKLAHOMA CITY - HOMELAND",3071,0.17559745,2.435363
"SACRAMENTO - RALEYS",1344,0.266,3.720238
"SAN DIEGO - LUCKY",2829,0.163,3.577589
"SAN DIEGO - RALPHS",3155,0.152,2.652932
"SALT LAKE CITY - SMITHS FOOD",998,0.404,3.052104
"PHOENIX - SAFEWAY",1631,0.179,2.386879
"PHOENIX - FRY'S FOOD STORE",2214,0,3.601174
"PHOENIX - SMITHS FOOD",4055,0.332,1.791122
"MIAMI - PUBLIX",11864,0.031655844,2.486935
"MIAMI - WINN DIXIE",8032,0,2.537475
"NASHVILLE - KROGER CO",3414,0.312,2.653193
"RALEIGH/GREENSBORO - WINN DIXIE",2777,0.016747385,2.39323
"RALEIGH/GREENSBORO - FOOD LION",5515,0.12693172,2.470898
"ALBANY,NY - PRICE CHOPPER",601,0,3.053245
"BALTI/WASH - GIANT FOOD INC",3669,0.197,3.786045
"BALTI/WASH - SAFEWAY",3423,0.075,4.12007
"BALTI/WASH - SUPER FRESH",976,0,3.8125
"MILWAUKEE - KOHLS FOOD STORE",1434,0,3.078103
"NEW ORLEANS - WINN DIXIE",4699,0.012513373,2.546074
"BUFFALO/ROCHESTER - TOPS MARKETS",1696,0.032,3.262382
"BUFFALO/ROCHESTER - WEGMANS",8868,0.306666667,2.653135
"CHARLOTTE - BI LO",1537,0.309,2.387118
"CHARLOTTE - HARRIS TEETER",1623,0,2.449168
"CHARLOTTE - WINN DIXIE",3052,0.158002865,2.333552
"CHARLOTTE - FOOD LION",4492,0.099954605,2.469947
"HARTFORD - STOP & SHOP",1227,0,3.377343
"JACKSONVILLE,FL - PUBLIX",1927,0.024283694,2.517903
"JACKSONVILLE,FL - WINN DIXIE",3178,0,2.440529
"JACKSONVILLE,FL - FOOD LION",1343,0.162811307,2.626955
"LOUISVILLE - KROGER CO",799,0.110596052,2.802253
"LOUISVILLE - WINN DIXIE",1494,0.504,2.601071
"RICHMOND/NORFOLK - FOOD LION",5993,0.104441822,2.463708
"RICHMOND/NORFOLK - NEW FARM FRESH",1932,0,2.579193
"COLUMBUS,OH - BIG BEAR",1137,0.1105,3.442392
"COLUMBUS,OH - KROGER CO",2299,0,3.053067
"LITTLE ROCK - HARVEST FOODS",1497,0,2.927856
"WICHITA - DILLON COMPANIES",1053,0.125,3.188034
"SOUTH CAROLINA - BI LO",7569,0.541,2.386709
"SOUTH CAROLINA - FOOD LION",3326,0.09587069,2.442574
"SOUTH CAROLINA - WINN DIXIE",2413,0.235,2.386656
"ORLANDO,FL - PUBLIX",6174,0.055912007,2.511986
"ORLANDO,FL - WINN DIXIE",5662,0.133777778,2.430943
"ORLANDO,FL - FOOD LION",1215,0.08433627,2.474074
"SYRACUSE - P & C FOOD MARKE",464,0,3.351293
"SYRACUSE - PRICE CHOPPER",446,0,2.836323
"SYRACUSE - WEGMANS",2679,0.554908406,2.653229
"NEW ENGLAND (NORTH) - SHOP N SAVE",5503,0.357,1.986553
"SAN ANT/CORPUS CHR - H E BUTT",9594,0.084,3.821555
"BIRMINGHAM/MONTGOM - BRUNOS",10926,0.219190476,2.395845
"BIRMINGHAM/MONTGOM - KROGER",1594,0,2.617942
"BIRMINGHAM/MONTGOM - WINN DIXIE",4675,0.022154159,2.216684
"HARRISBURG/SCRANTN - GIANT FOOD STO",1376,0.271,2.627907
"NEW YORK (NEW) - A & P",2803,0,4.400642
"NEW YORK (NEW) - PATHMARK",39054,0.2175,2.653377
"NEW YORK (NEW) - WALDBAUMS",1661,0,3.897652
"ROANOKE (NEW) - FOOD LION",3447,0,2.626052
"ROANOKE (NEW) - KROGER CO",5299,0.074840986,2.456313
"LOS ANGELES - LUCKY",16138,0.153,2.71217
"LOS ANGELES - RALPHS",4942,0.057165563,3.709632
"LOS ANGELES - VONS",4981,0,3.641638
"CHICAGO - DOMINICK",20084,0.328,2.65246
"CHICAGO - JEWEL",11395,0,3.280386
"CHICAGO - OMNI",2794,0,2.740873
"HOUSTON - KROGER CO",9016,0.030666667,2.493456
"HOUSTON - RANDALLS",9500,0.057666667,2.393158
"PITTSBURGH - GIANT EAGLE",2672,0,2.327844
"DETROIT - FARMER JACKS",5259,0.03028125,2.798821
"DETROIT - KROGER CO",4361,0.064,2.71933
"CLEVELAND - STOP N SHOP",1966,0.071364161,2.584435
"ST. LOUIS - NATIONAL SUPER",10541,0.705,2.51997
"ST. LOUIS - SCHNUCK MARKETS",6092,0.045940016,3.302692
"DALLAS/FT. WORTH - ALBERTSONS",3324,0,3.186522
"DALLAS/FT. WORTH - KROGER CO",1824,0,3.104167
"DALLAS/FT. WORTH - TOM THUMB",2535,0,3.319921
"BOSTON - SHAWS",3044,0,2.421813
"BOSTON - STAR MARKET",746,0,3.119303
"BOSTON - STOP & SHOP",1970,0,2.493401
"SAN FRANCISCO - LUCKY",6734,0.135847791,3.703
"TAMPA/ST. PETE - KASH N KARRY",4166,0,2.839654
"TAMPA/ST. PETE - PUBLIX",6477,0.081939799,2.483866
"TAMPA/ST. PETE - WINN DIXIE",5074,0,2.600118
"DENVER - KING SOOPERS INC",8343,0.1115,2.834112
"PHILADELPHIA - ACME MARKET",5458,0,3.440088
"ATLANTA - KROGER CO",6086,0.06419127,2.379067
